chrom	start	end	id	logFC_C16vsDMSO	logCPM_C16vsDMSO	LR_C16vsDMSO	PValue_C16vsDMSO	logFC_LUTvsDMSO	logCPM_LUTvsDMSO	LR_LUTvsDMSO	PValue_LUTvsDMSO	class
chr12	97038390	97039496	chr12:97038390-97039496	2.59729432529596	3.03199649085476	13.1964941166367	0.000280473305226822					C16_Up_LUT_NA
chr12	97127228	97127725	chr12:97127228-97127725	4.39005569807862	0.421218237253444	21.4852207198085	3.56566192591838e-06					C16_Up_LUT_NA
chr12	98090784	98091350	chr12:98090784-98091350					2.91923238918023	1.15188936885722	13.0166948959864	0.000308726216759667	C16_NA_LUT_Up
chr12	99565399	99566327	chr12:99565399-99566327	2.45421296481756	2.04730474470564	11.4037375981683	0.000732964910166565					C16_Up_LUT_NA
chr13	100753467	100753854	chr13:100753467-100753854					2.84848251038092	0.362866914561339	11.5725441745788	0.000669327759101101	C16_NA_LUT_Up
chr13	102212418	102213174	chr13:102212418-102213174	3.01130920083847	1.20843936360546	12.8341984097114	0.000340341231494367	3.37365930328315	1.20843936360546	16.2786503966901	5.46765397209591e-05	C16_Up_LUT_Up
chr13	103187884	103188205	chr13:103187884-103188205	8.07055710278939	0.432465966616056	21.4598464336214	3.61315869136019e-06	8.89058520286466	0.432465966616056	29.7476918946318	4.92091833995773e-08	C16_Up_LUT_Up
chr13	103351218	103351703	chr13:103351218-103351703	2.73815768347557	0.550504646962037	11.3438716096746	0.000756973491232858					C16_Up_LUT_NA
chr13	104001946	104002733	chr13:104001946-104002733					2.51440901941924	1.26147858382226	10.9856823146596	0.000918184718712903	C16_NA_LUT_Up
chr13	104143892	104144497	chr13:104143892-104144497					2.42172429516241	2.6026119443497	11.4261840391945	0.000724162617004435	C16_NA_LUT_Up
chr13	104252893	104253464	chr13:104252893-104253464					3.61898801331709	0.929078832773133	17.9684186526511	2.24600516436424e-05	C16_NA_LUT_Up
chr13	104597640	104598194	chr13:104597640-104598194	4.60560728323306	1.29550834083882	20.6446870451232	5.529040144548e-06	5.46155695000494	1.29550834083882	29.9701475738415	4.38749246972295e-08	C16_Up_LUT_Up
chr13	104614164	104615098	chr13:104614164-104615098					2.67042014349941	1.94928496975449	13.4251909100259	0.000248267750993433	C16_NA_LUT_Up
chr13	106221939	106222126	chr13:106221939-106222126					3.77001236142792	-0.0654665100254741	13.2839524091286	0.000267687565010521	C16_NA_LUT_Up
chr13	106243212	106243612	chr13:106243212-106243612					3.38693752080187	1.01973149850528	16.4061141392949	5.11200697439604e-05	C16_NA_LUT_Up
chr13	106246334	106246704	chr13:106246334-106246704	3.34453045629577	0.354300512131622	13.2975278422145	0.000265756296759759					C16_Up_LUT_NA
chr13	106356727	106357640	chr13:106356727-106357640	3.01377176637353	1.93365766950283	15.905870398174	6.65719123891171e-05					C16_Up_LUT_NA
chr13	106415584	106416866	chr13:106415584-106416866					2.37311737553025	2.90713830256455	11.4288691451699	0.000723116838898696	C16_NA_LUT_Up
chr13	107079790	107080091	chr13:107079790-107080091	3.58395825119678	0.0265819311635726	11.6182063737153	0.000653093517444394	3.83689002811309	0.0265819311635726	13.8285916160941	0.00020026542329533	C16_Up_LUT_Up
chr13	108980248	108980724	chr13:108980248-108980724					2.43318168969619	1.76069827861593	11.0590948234536	0.000882532183834351	C16_NA_LUT_Up
chr13	109707110	109707652	chr13:109707110-109707652					2.84848251038092	0.392255614608587	11.5725441745788	0.000669327759101101	C16_NA_LUT_Up
chr13	110815780	110816308	chr13:110815780-110816308	4.53605525382642	0.66586540198206	23.0118144236543	1.61008889512256e-06					C16_Up_LUT_NA
chr13	111339388	111339697	chr13:111339388-111339697	-3.96172830894108	-0.178627868811963	17.051034069264	3.63885543693119e-05					C16_Down_LUT_NA
chr13	20843053	20843487	chr13:20843053-20843487	2.78013347058339	1.37838888517248	12.0185575123993	0.000526734523972641	2.93060761258986	1.37838888517248	13.4521338902676	0.000244727671278527	C16_Up_LUT_Up
chr13	22992627	22992925	chr13:22992627-22992925					3.77001236142792	-0.190726830269824	13.2839524091286	0.000267687565010521	C16_NA_LUT_Up
chr13	23230455	23231395	chr13:23230455-23231395	2.92186034824571	2.46276594509718	15.4034435992213	8.68299152204257e-05	2.62364062120736	2.46276594509718	12.6245333641882	0.000380716907313264	C16_Up_LUT_Up
chr13	27390427	27390669	chr13:27390427-27390669					4.2092150354379	-0.063771552162871	17.0537400049898	3.63367392870045e-05	C16_NA_LUT_Up
chr13	29606226	29606409	chr13:29606226-29606409	4.24287977812409	-0.580209089979198	12.5048631433158	0.000405894076328332					C16_Up_LUT_NA
chr13	30158900	30159831	chr13:30158900-30159831	2.43169380357411	2.94067153514696	11.9473994420888	0.000547237095315883					C16_Up_LUT_NA
chr13	35136651	35137060	chr13:35136651-35137060	5.48666388144436	0.743629290510699	23.6105072576574	1.1794174311019e-06	5.43560250093986	0.743629290510699	23.28844918745	1.39434882249944e-06	C16_Up_LUT_Up
chr13	36944957	36945299	chr13:36944957-36945299					2.95267119013817	0.712265780149456	12.9199104609256	0.000325105411114351	C16_NA_LUT_Up
chr13	37194309	37194876	chr13:37194309-37194876	2.76012750526842	1.71268779154599	12.9315737276107	0.000323086049868235					C16_Up_LUT_NA
chr13	37914576	37915221	chr13:37914576-37915221					2.90485035100638	1.49856597364371	13.7567606865941	0.000208070601178457	C16_NA_LUT_Up
chr13	38702696	38703027	chr13:38702696-38703027					3.45613144871365	0.392572531313139	14.4288629399661	0.000145554279853856	C16_NA_LUT_Up
chr13	39148350	39148967	chr13:39148350-39148967	2.57022436488823	1.33924673304053	11.6328730069898	0.000647963944251932					C16_Up_LUT_NA
chr13	39385381	39386718	chr13:39385381-39386718					2.43608717947744	3.98377411347633	12.290282084883	0.000455322911755413	C16_NA_LUT_Up
chr13	39767999	39768439	chr13:39767999-39768439	3.3336457077071	0.229321790507859	11.7879584542465	0.000596150763667122	3.40090180006565	0.229321790507859	12.5094019675984	0.000404909191738162	C16_Up_LUT_Up
chr13	39948683	39949076	chr13:39948683-39949076	7.16274737682917	-0.226706979246443	14.1729067138125	0.00016675442083924	8.24593926999361	-0.226706979246443	23.3311202044929	1.36375544085666e-06	C16_Up_LUT_Up
chr13	40116011	40116319	chr13:40116011-40116319					3.11306940209781	-0.00920605179347345	11.5498244537594	0.00067755653830427	C16_NA_LUT_Up
chr13	43383588	43384048	chr13:43383588-43384048					3.21860191731862	1.23577285703469	16.1552617363584	5.83562322480586e-05	C16_NA_LUT_Up
chr13	44049368	44050434	chr13:44049368-44050434					3.66704348020482	1.83368092666667	21.9510865541037	2.79688506733963e-06	C16_NA_LUT_Up
chr13	44357311	44357795	chr13:44357311-44357795					2.90492288908752	0.60873530508045	12.5035058157275	0.000406189073536442	C16_NA_LUT_Up
chr13	45626779	45628486	chr13:45626779-45628486					2.43184311479185	2.7072545076034	11.5163139542299	0.000689880502754728	C16_NA_LUT_Up
chr13	45748372	45749575	chr13:45748372-45749575					2.70761555311911	4.05365017576993	14.9287561436883	0.000111648134389667	C16_NA_LUT_Up
chr13	46295644	46297151	chr13:46295644-46297151					2.68007797434031	2.33952974665548	13.4078173112862	0.000250577819767209	C16_NA_LUT_Up
chr13	47175336	47175912	chr13:47175336-47175912	3.57756713329812	0.462767650671656	17.4365200739754	2.97063367318863e-05					C16_Up_LUT_NA
chr13	50549162	50549897	chr13:50549162-50549897					2.91098877186282	2.13862681597137	15.1701536741138	9.82440547754301e-05	C16_NA_LUT_Up
chr13	51885528	51886138	chr13:51885528-51886138					3.12384715782413	0.791865099770601	13.347189445743	0.00025881021578332	C16_NA_LUT_Up
chr13	53167397	53168027	chr13:53167397-53168027	3.07252000696563	1.12431079654623	14.6616708777439	0.000128635666156944					C16_Up_LUT_NA
chr13	54267312	54268229	chr13:54267312-54268229					4.67124772622179	0.811324564717884	24.598268398695	7.06151595519141e-07	C16_NA_LUT_Up
chr13	54533132	54534026	chr13:54533132-54534026					3.9882486839611	1.88835979963369	24.9772245184559	5.80115555725557e-07	C16_NA_LUT_Up
chr13	55553713	55554091	chr13:55553713-55554091					4.12475085520463	0.696051659391913	20.8233432694237	5.03653400952957e-06	C16_NA_LUT_Up
chr13	57652978	57654276	chr13:57652978-57654276					2.4636629111093	3.72790764692554	12.4777378334406	0.000411830616824862	C16_NA_LUT_Up
chr13	57743250	57743612	chr13:57743250-57743612					2.44092776028303	1.97264730770251	11.2863328505666	0.000780797566992036	C16_NA_LUT_Up
chr13	57783171	57783580	chr13:57783171-57783580					4.92236860891274	-0.301443748510032	18.372671717997	1.81644624466858e-05	C16_NA_LUT_Up
chr13	57808221	57808473	chr13:57808221-57808473					4.43872555768072	-0.843088184135346	14.2579646445866	0.000159384887718934	C16_NA_LUT_Up
chr13	58633253	58633883	chr13:58633253-58633883	3.06732034441378	1.71118026799265	15.1977915735885	9.68165795275074e-05	2.82693934639857	1.71118026799265	13.0471933698303	0.000303739234950836	C16_Up_LUT_Up
chr13	58865322	58865612	chr13:58865322-58865612	7.59621748436947	0.052497535120077	17.4194038676226	2.99750331709172e-05	8.50295917654221	0.052497535120077	25.7967426894381	3.7932809933986e-07	C16_Up_LUT_Up
chr13	58998252	58998612	chr13:58998252-58998612					4.10453507622934	-0.31087446175111	16.114702328744	5.96193942277905e-05	C16_NA_LUT_Up
chr13	59133822	59134479	chr13:59133822-59134479	2.91744139746671	2.08491211442294	13.2329491687519	0.000275070672311848	4.08663901862661	2.08491211442294	25.3387990841163	4.80936948885695e-07	C16_Up_LUT_Up
chr13	59304458	59304924	chr13:59304458-59304924					2.91409826298995	1.66824186290429	14.2608154260718	0.000159143654917786	C16_NA_LUT_Up
chr13	59398291	59398922	chr13:59398291-59398922	3.63267052395322	0.183228329003222	11.9915618795321	0.000534419804794747	4.10453507622934	0.183228329003222	16.114702328744	5.96193942277904e-05	C16_Up_LUT_Up
chr13	59458787	59459549	chr13:59458787-59459549					2.47275526218753	2.11916335261446	11.5674322735495	0.000671170376488169	C16_NA_LUT_Up
chr13	59463571	59464044	chr13:59463571-59464044					3.2360390853054	0.768532718219988	15.5067719357338	8.22102061048858e-05	C16_NA_LUT_Up
chr13	64910239	64910576	chr13:64910239-64910576					2.84848251038092	0.286810050118481	11.5725441745788	0.000669327759101101	C16_NA_LUT_Up
chr13	66880033	66880358	chr13:66880033-66880358					2.92101521935305	0.516299998411672	12.6431947493057	0.000376935277844409	C16_NA_LUT_Up
chr13	67082118	67082484	chr13:67082118-67082484					3.0422032041976	0.932192440250494	14.1260829808262	0.000170956781620447	C16_NA_LUT_Up
chr13	67117039	67117483	chr13:67117039-67117483					2.62729570955847	1.40069739718159	11.9635792850406	0.000542505576551985	C16_NA_LUT_Up
chr13	67297108	67297483	chr13:67297108-67297483	3.72542220303684	0.498177618349275	12.7192151532286	0.00036191762483761	4.60422239596453	0.498177618349275	20.8103807971369	5.07073722666e-06	C16_Up_LUT_Up
chr13	68727334	68728302	chr13:68727334-68728302	2.68925017868994	1.87704445233165	11.7402481077909	0.000611628695281911	3.45637441371158	1.87704445233165	19.1805169604811	1.1892097287105e-05	C16_Up_LUT_Up
chr13	70732691	70732929	chr13:70732691-70732929					3.96200689080902	-0.251249228176514	14.8763589365855	0.000114792643103898	C16_NA_LUT_Up
chr13	70787602	70788488	chr13:70787602-70788488					3.03241634547675	3.42636773103537	17.7344226360911	2.5398872747513e-05	C16_NA_LUT_Up
chr13	71876820	71877536	chr13:71876820-71877536	2.67616804221623	2.23633300500577	13.4843583435597	0.000240560387360621					C16_Up_LUT_NA
chr13	71986924	71987334	chr13:71986924-71987334					3.17819099725812	0.682525953539494	13.8262778103147	0.000200512184504523	C16_NA_LUT_Up
chr13	72291325	72292130	chr13:72291325-72292130	3.23022133150575	1.34178399989662	16.7930966154482	4.1684672316292e-05					C16_Up_LUT_NA
chr13	73109414	73109858	chr13:73109414-73109858	2.79756182805223	0.901372084840084	12.4492822687886	0.000418152472705657					C16_Up_LUT_NA
chr13	73664926	73665546	chr13:73664926-73665546	3.00078232417863	2.11333559485211	13.6417177086319	0.000221214963782822	4.31495772796936	2.11333559485211	27.4688919389858	1.59641761750462e-07	C16_Up_LUT_Up
chr13	73894984	73895647	chr13:73894984-73895647	2.52661006124365	1.85636659749114	11.0151497789046	0.000903702235907546	2.79485843813447	1.85636659749114	13.4766749559825	0.000241547468496858	C16_Up_LUT_Up
chr13	76049074	76049590	chr13:76049074-76049590	4.30148757757321	0.571168325762002	12.9479738604555	0.000320267930801183	5.81339245769318	0.571168325762002	27.226784447899	1.80934659815579e-07	C16_Up_LUT_Up
chr13	76512704	76513111	chr13:76512704-76513111	3.16968489034102	1.57439342571189	16.4425005431907	5.01481745558441e-05					C16_Up_LUT_NA
chr13	77382895	77383403	chr13:77382895-77383403					2.69426245469649	1.81936959132063	13.3489463592557	0.000258567859019641	C16_NA_LUT_Up
chr13	77507854	77509618	chr13:77507854-77509618	3.10954986821401	3.37128819653517	18.5887002196809	1.62179019427654e-05					C16_Up_LUT_NA
chr13	77832517	77833836	chr13:77832517-77833836					2.41581407068139	2.59162061967619	11.3420298568794	0.000757724574251438	C16_NA_LUT_Up
chr13	79187778	79188731	chr13:79187778-79188731					3.15337157602822	2.37576215441606	18.038975379228	2.16428302278931e-05	C16_NA_LUT_Up
chr13	79975295	79976051	chr13:79975295-79976051					2.93349124065137	1.90471863776339	15.0579215066933	0.000104261759509728	C16_NA_LUT_Up
chr13	80023391	80023717	chr13:80023391-80023717					2.71493857745801	0.357842596040642	10.9054800788081	0.000958801875110752	C16_NA_LUT_Up
chr13	80783824	80784509	chr13:80783824-80784509					2.4987496007598	2.90729404848935	12.3341091518372	0.000444756301620442	C16_NA_LUT_Up
chr13	80840395	80840816	chr13:80840395-80840816					3.73308509762751	0.392466277374017	16.9595998090012	3.81837495009921e-05	C16_NA_LUT_Up
chr13	80988737	80989066	chr13:80988737-80989066	3.48130316768052	0.464796550454205	10.8514949209489	0.000987160330948029	4.66069367258655	0.464796550454205	21.3735403550331	3.7795139077961e-06	C16_Up_LUT_Up
chr13	83204811	83205383	chr13:83204811-83205383					2.772726661759	2.40081339725244	14.4005384198951	0.000147760056402079	C16_NA_LUT_Up
chr13	84315634	84315916	chr13:84315634-84315916					2.65723165175666	0.961997849157309	11.5551591058524	0.000675615264603092	C16_NA_LUT_Up
chr13	84668221	84669249	chr13:84668221-84669249					2.7818087394322	3.41611334154719	15.3431413336544	8.96457748795078e-05	C16_NA_LUT_Up
chr13	86704893	86705428	chr13:86704893-86705428					4.84431348023471	1.386032881964	28.6571567179708	8.63941104014205e-08	C16_NA_LUT_Up
chr13	87186516	87186845	chr13:87186516-87186845	8.74098175710375	0.0726932459764335	27.9697873341677	1.23224421589673e-07	7.31168948216853	0.0726932459764335	15.5281756954002	8.12846231230914e-05	C16_Up_LUT_Up
chr13	87604327	87604984	chr13:87604327-87604984					3.11612982253271	1.50773383737858	15.7546456351722	7.21106384985939e-05	C16_NA_LUT_Up
chr13	89726744	89727500	chr13:89726744-89727500					2.98102437720392	2.10220855943835	15.7556317711274	7.20730590114447e-05	C16_NA_LUT_Up
chr13	90260033	90260449	chr13:90260033-90260449	3.14017294364568	0.697834601592416	13.3559579609582	0.00025760292214905					C16_Up_LUT_NA
chr13	90386389	90386798	chr13:90386389-90386798					4.37590522375629	0.224565964782096	18.5989306443212	1.61311010329602e-05	C16_NA_LUT_Up
chr13	90395555	90396326	chr13:90395555-90396326					3.1335520839618	2.29777542162078	17.2877409371904	3.21252735210846e-05	C16_NA_LUT_Up
chr13	91217148	91217851	chr13:91217148-91217851	3.01962072459367	1.73648625824359	15.6979425388551	7.4304952852964e-05					C16_Up_LUT_NA
chr13	91521062	91521767	chr13:91521062-91521767					2.91962151200957	2.76768767199114	16.1286579059985	5.91816954189397e-05	C16_NA_LUT_Up
chr13	92510509	92510728	chr13:92510509-92510728	4.98906903728225	1.01004933308963	24.6080456729188	7.02577836673777e-07	4.60422239596453	1.01004933308963	20.8103807971369	5.07073722666e-06	C16_Up_LUT_Up
chr13	94829227	94830430	chr13:94829227-94830430					3.27131836879719	3.75451792721452	20.5546744242649	5.79521060939482e-06	C16_NA_LUT_Up
chr13	98338219	98338963	chr13:98338219-98338963					2.35380050654951	2.39905877912249	11.0283616007187	0.00089728416519826	C16_NA_LUT_Up
chr13	99471924	99472213	chr13:99471924-99472213					2.53958003755018	1.3742824245411	11.534608454181	0.000683124634647902	C16_NA_LUT_Up
chr13	99742960	99743612	chr13:99742960-99743612					3.59255267410435	0.912032734341924	17.7078137998358	2.57566412086501e-05	C16_NA_LUT_Up
chr14	100764431	100765545	chr14:100764431-100765545					2.34729885930174	5.66455353060756	11.8679154556015	0.000571092982064953	C16_NA_LUT_Up
chr14	105710582	105710776	chr14:105710582-105710776					-2.62612497906417	1.02129678632222	12.3496461856142	0.000441070056899507	C16_NA_LUT_Down
chr14	106417415	106418009	chr14:106417415-106418009					-2.8629936930622	1.9566405631153	15.4191726263468	8.61101838737358e-05	C16_NA_LUT_Down
chr14	19072541	19072714	chr14:19072541-19072714					7.05047014666431	-1.17016558742517	13.692308204711	0.000215334636425328	C16_NA_LUT_Up
chr14	22512720	22513762	chr14:22512720-22513762	2.64679045222417	3.99693956584019	14.2937692961915	0.000156381649069136					C16_Up_LUT_NA
chr14	22526304	22526837	chr14:22526304-22526837					3.11020148414427	1.20830101415433	15.114967732373	0.000101158053531023	C16_NA_LUT_Up
chr14	22723745	22724042	chr14:22723745-22724042					-2.91839945243459	0.0688516292558938	12.6138454473475	0.000382899968198678	C16_NA_LUT_Down
chr14	23143855	23144190	chr14:23143855-23144190	3.2258394116815	0.975085749492046	13.3190670807907	0.00026272085756912	3.63530098212587	0.975085749492046	17.2187009922739	3.33140778003003e-05	C16_Up_LUT_Up
chr14	24469449	24469955	chr14:24469449-24469955					3.05885432701606	1.40217556959674	15.2027137701145	9.65645503583324e-05	C16_NA_LUT_Up
chr14	24558223	24558561	chr14:24558223-24558561	4.21737041003826	0.524092159848101	21.6471304865373	3.2769987651778e-06					C16_Up_LUT_NA
chr14	25202584	25203506	chr14:25202584-25203506					2.65134474331291	1.5772975440414	11.8772911843577	0.000568225243605004	C16_NA_LUT_Up
chr14	25622773	25623042	chr14:25622773-25623042	3.72542220303684	0.285928037949669	12.7192151532286	0.00036191762483761	4.23423984953232	0.285928037949669	17.2818503154997	3.22250190803381e-05	C16_Up_LUT_Up
chr14	26055913	26056522	chr14:26055913-26056522					2.92142175789017	2.81218662029093	16.2928710805081	5.42677315688064e-05	C16_NA_LUT_Up
chr14	26088209	26088816	chr14:26088209-26088816	2.96418749183128	2.35013740545952	15.6358428081256	7.67852614375125e-05	2.60926403370256	2.35013740545952	12.3355290508457	0.00044441813619335	C16_Up_LUT_Up
chr14	26138561	26139295	chr14:26138561-26139295	2.35598449807074	3.30283303518864	11.2869886746415	0.000780521796722636					C16_Up_LUT_NA
chr14	26775588	26776566	chr14:26775588-26776566	2.68326633255954	2.61322997801907	13.838811196882	0.000199179186765429					C16_Up_LUT_NA
chr14	28570310	28570532	chr14:28570310-28570532	3.25146423988837	-0.418586901182647	11.1464079719195	0.000841945449057647					C16_Up_LUT_NA
chr14	29674665	29675268	chr14:29674665-29675268					3.06140424531467	1.30336836207504	14.9606172963864	0.000109778589392071	C16_NA_LUT_Up
chr14	29709414	29710273	chr14:29709414-29710273					2.44817573496161	1.5918460648647	10.8353893206497	0.000995783785535723	C16_NA_LUT_Up
chr14	30082333	30082773	chr14:30082333-30082773					3.38269120826075	1.1263417249258	16.9191743695706	3.90055816804863e-05	C16_NA_LUT_Up
chr14	33459713	33460578	chr14:33459713-33460578					2.37593527964375	2.28011273896531	10.8495236639435	0.000988211736145202	C16_NA_LUT_Up
chr14	33512109	33512402	chr14:33512109-33512402	6.98351699820099	-0.693411301144192	12.9581145198421	0.00031853782335503	7.53278402517488	-0.693411301144192	17.2023885627242	3.360136114488e-05	C16_Up_LUT_Up
chr14	33706096	33706456	chr14:33706096-33706456					2.83905870899388	0.384742390208062	10.9591860577072	0.000931407204970175	C16_NA_LUT_Up
chr14	33714823	33715374	chr14:33714823-33715374	2.9857974058165	1.46780348910763	15.0482868561153	0.000104795332013526					C16_Up_LUT_NA
chr14	34231510	34231988	chr14:34231510-34231988					2.45225633152643	2.36365412940542	11.63287133806	0.000647964525629887	C16_NA_LUT_Up
chr14	34236890	34237371	chr14:34236890-34237371	3.96937025128437	0.341934245670935	17.3216806092851	3.1556589270181e-05					C16_Up_LUT_NA
chr14	36021917	36023485	chr14:36021917-36023485					2.77765639509488	2.53438073276105	14.4481718139027	0.000144069632031013	C16_NA_LUT_Up
chr14	36313278	36314144	chr14:36313278-36314144					3.09731111663481	2.20117177347547	16.8021462726826	4.14863545745036e-05	C16_NA_LUT_Up
chr14	36423411	36423905	chr14:36423411-36423905					2.80362055006992	1.69630889065002	13.5577501079926	0.000231334229765025	C16_NA_LUT_Up
chr14	37889012	37889556	chr14:37889012-37889556	2.37057376935549	2.86074477283146	11.2598213744054	0.000792028322264783					C16_Up_LUT_NA
chr14	39683648	39684404	chr14:39683648-39684404					3.02934068029425	1.26846859016975	14.9212582049798	0.000112092735804363	C16_NA_LUT_Up
chr14	41142089	41142656	chr14:41142089-41142656	3.04414898287209	1.06214001132939	12.522249689528	0.000402134400769985	3.4672061386285	1.06214001132939	16.4925850600347	4.88407082037438e-05	C16_Up_LUT_Up
chr14	42087876	42088261	chr14:42087876-42088261	3.85424515706961	0.717092994418777	13.7657556143985	0.000207076661879365	4.8984262852667	0.717092994418777	23.810795170449	1.06284702507841e-06	C16_Up_LUT_Up
chr14	42192794	42193546	chr14:42192794-42193546	3.61957191223233	1.81976217689574	21.368481470983	3.78950001742541e-06					C16_Up_LUT_NA
chr14	44115891	44116685	chr14:44115891-44116685					3.50918004124093	1.91228584680952	20.0048232130889	7.72470734343059e-06	C16_NA_LUT_Up
chr14	44930540	44931366	chr14:44930540-44931366					3.18890489065102	0.740546453268391	14.5468444407184	0.000136717438426907	C16_NA_LUT_Up
chr14	46582608	46583085	chr14:46582608-46583085					2.68866243972282	1.13041380572951	11.5987032274761	0.000659978227572377	C16_NA_LUT_Up
chr14	47270773	47271041	chr14:47270773-47271041					3.77001236142792	-0.169114800590878	13.2839524091286	0.000267687565010521	C16_NA_LUT_Up
chr14	47660100	47660644	chr14:47660100-47660644					4.72424965416983	1.39932409268676	28.8310672961526	7.89741116416807e-08	C16_NA_LUT_Up
chr14	48586164	48586398	chr14:48586164-48586398					4.04920177383485	-0.0684285052529462	15.6283682293283	7.70893637733323e-05	C16_NA_LUT_Up
chr14	49019359	49020177	chr14:49019359-49020177					2.5485972841233	3.0625678864266	13.0172038637761	0.000308642318855037	C16_NA_LUT_Up
chr14	49047059	49047920	chr14:49047059-49047920					2.37441944824888	2.81056012161152	11.2512361812008	0.000795700050833471	C16_NA_LUT_Up
chr14	49270801	49271529	chr14:49270801-49271529					2.3176483264105	3.06692206012728	10.9222221089112	0.000950175704342644	C16_NA_LUT_Up
chr14	49408388	49409261	chr14:49408388-49409261	4.0042579274782	1.46236266441147	23.3048621205069	1.38250078813636e-06					C16_Up_LUT_NA
chr14	51789777	51790224	chr14:51789777-51790224	2.89786608820239	0.258403364404581	11.8600392560783	0.000573513353423098					C16_Up_LUT_NA
chr14	51951719	51952101	chr14:51951719-51952101	2.62139846017072	1.90119168443195	12.5482553646234	0.000396576385192801					C16_Up_LUT_NA
chr14	52061859	52062703	chr14:52061859-52062703					3.90270602527312	0.537829115528339	18.5939375436618	1.61734069701618e-05	C16_NA_LUT_Up
chr14	52457643	52458622	chr14:52457643-52458622	2.4857392369244	2.06517227862077	11.7746958463486	0.000600413222038903					C16_Up_LUT_NA
chr14	53236746	53237169	chr14:53236746-53237169	2.77873138186621	0.79332476028966	11.6870379125389	0.000629370138299216					C16_Up_LUT_NA
chr14	53373660	53374153	chr14:53373660-53374153					2.74526195997561	1.62435164477775	13.3889392824103	0.000253112490752612	C16_NA_LUT_Up
chr14	53523253	53523861	chr14:53523253-53523861					2.5928622999049	1.64858504353638	12.0999431757519	0.000504233595990825	C16_NA_LUT_Up
chr14	53525394	53526072	chr14:53525394-53526072					2.63472615499431	1.49252539470951	12.2726553914228	0.000459643773549293	C16_NA_LUT_Up
chr14	53615196	53615724	chr14:53615196-53615724					2.73591945241101	1.9189453254548	13.1912944686452	0.00028125256078588	C16_NA_LUT_Up
chr14	53741565	53742659	chr14:53741565-53742659					2.54608260023644	1.6586411851879	11.2565886482252	0.000793408885520504	C16_NA_LUT_Up
chr14	56057322	56057736	chr14:56057322-56057736					3.04804999406391	0.31850503888506	12.6912539851378	0.000367369822087698	C16_NA_LUT_Up
chr14	56885905	56888196	chr14:56885905-56888196	3.17852665690662	2.2475181102855	17.6932240092344	2.59549529202736e-05					C16_Up_LUT_NA
chr14	58561910	58562294	chr14:58561910-58562294					3.72535608731879	0.560686064828248	18.0946750624381	2.10188420843483e-05	C16_NA_LUT_Up
chr14	58563788	58564398	chr14:58563788-58564398					2.53130801906711	2.20921983386999	12.0394560651192	0.000520861684884187	C16_NA_LUT_Up
chr14	58717666	58718074	chr14:58717666-58718074					3.47146524868395	0.499561269895795	15.6706479780161	7.53850332195984e-05	C16_NA_LUT_Up
chr14	58731167	58732082	chr14:58731167-58732082	2.70672958949321	1.73768452936055	13.3365764731111	0.000260279094937926					C16_Up_LUT_NA
chr14	59287040	59287752	chr14:59287040-59287752	2.4468130166859	2.84605980253904	10.9225957686648	0.000949984077560088	3.76746775285144	2.84605980253904	24.3880522623729	7.87556155355879e-07	C16_Up_LUT_Up
chr14	59565691	59567068	chr14:59565691-59567068					2.41514342590656	4.26673684776856	12.2489793551644	0.000465512713772839	C16_NA_LUT_Up
chr14	60067986	60068212	chr14:60067986-60068212					4.37590522375629	0.174827703097844	18.5989306443212	1.61311010329602e-05	C16_NA_LUT_Up
chr14	61418183	61419061	chr14:61418183-61419061	2.59574638848853	2.30952737902801	12.6314145590572	0.000379318036427694					C16_Up_LUT_NA
chr14	61553988	61554356	chr14:61553988-61554356					2.44215107319472	2.59933129012814	11.6958027282603	0.000626412398484317	C16_NA_LUT_Up
chr14	63905580	63906160	chr14:63905580-63906160					3.02904608250358	1.03118849252557	14.0056100493936	0.000182266006294867	C16_NA_LUT_Up
chr14	65421557	65422399	chr14:65421557-65422399					2.59302333023534	2.97961436784348	13.1639968742019	0.000285379518996371	C16_NA_LUT_Up
chr14	66043863	66044429	chr14:66043863-66044429	3.16283574547442	0.895380672652843	15.1462144943512	9.94976024629124e-05					C16_Up_LUT_NA
chr14	66367904	66369046	chr14:66367904-66369046	2.4680522715086	2.09954796094866	11.4254151528131	0.000724462359334209					C16_Up_LUT_NA
chr14	66606865	66607598	chr14:66606865-66607598					3.38365448200456	3.27500108171456	21.3701171047943	3.78626842459119e-06	C16_NA_LUT_Up
chr14	67260948	67261366	chr14:67260948-67261366					4.62329281798256	0.27785780814189	20.9998613832508	4.59316601901809e-06	C16_NA_LUT_Up
chr14	68041225	68042921	chr14:68041225-68042921					3.34500116341297	4.65729299162668	21.8006586594409	3.02496272012497e-06	C16_NA_LUT_Up
chr14	68111323	68112718	chr14:68111323-68112718					2.76088376455634	2.84447282778698	14.8062836959132	0.000119137864554397	C16_NA_LUT_Up
chr14	68157995	68158348	chr14:68157995-68158348					3.59112950295813	1.52418115871231	19.5020355655624	1.00492536946144e-05	C16_NA_LUT_Up
chr14	68160874	68161435	chr14:68160874-68161435					3.16218149458378	1.28935859934421	16.203806184118	5.68797182513852e-05	C16_NA_LUT_Up
chr14	68208485	68208743	chr14:68208485-68208743					3.58785127018575	-0.51589471461058	11.8561632469922	0.000574708258444837	C16_NA_LUT_Up
